State,CYQ,Year,Quarter,Benefit,Benefit in a year,Benefit Rank,Average Weekly Benefit,High Benefit Date
CT,2010.4,2010,4,213316.198,1046568.543,1492,361191.379,2009.1
CT,2011.1,2011,1,276654.312,989690.787,1114,361191.379,2009.1
CT,2011.2,2011,2,214640.834,943856.617,1485,361191.379,2009.1
CT,2011.3,2011,3,207260.662,911872.006,1540,361191.379,2009.1
CT,2011.4,2011,4,194206.454,892762.262,1638,361191.379,2009.1
CT,2012.1,2012,1,259941.923,876049.873,1211,361191.379,2009.1
CT,2012.2,2012,2,207528.582,868937.621,1534,361191.379,2009.1
CT,2012.3,2012,3,204988.003,866664.962,1556,361191.379,2009.1
CT,2012.4,2012,4,207488.826,879947.334,1535,361191.379,2009.1
CT,2013.1,2013,1,249680.082,869685.493,1279,361191.379,2009.1
CT,2013.2,2013,2,200114.923,862271.834,1588,361191.379,2009.1
CT,2013.3,2013,3,206326.059,863609.89,1546,361191.379,2009.1
CT,2013.4,2013,4,190753.509,846874.573,1671,361191.379,2009.1
CT,2014.1,2014,1,256766.869,853961.36,1230,361191.379,2009.1
CT,2014.2,2014,2,184157.328,838003.765,1736,361191.379,2009.1
CT,2014.3,2014,3,177984.949,809662.655,1810,361191.379,2009.1
CT,2014.4,2014,4,164294.037,783203.183,1947,361191.379,2009.1
CT,2015.1,2015,1,236829.057,763265.371,1343,361191.379,2009.1
CT,2015.2,2015,2,160682.164,739790.207,1990,361191.379,2009.1
CT,2015.3,2015,3,158682.95,720488.208,2014,361191.379,2009.1
CT,2015.4,2015,4,144962.184,701156.355,2193,361191.379,2009.1
CT,2016.1,2016,1,217545.698,681872.996,1463,361191.379,2009.1
CT,2016.2,2016,2,161616.451,682807.283,1974,361191.379,2009.1
CT,2016.3,2016,3,169396.283,693520.616,1897,361191.379,2009.1
CT,2016.4,2016,4,154351.997,702910.429,2062,361191.379,2009.1
CT,2017.1,2017,1,230208.932,715573.663,1387,361191.379,2009.1
CT,2017.2,2017,2,164615.769,718572.981,1941,361191.379,2009.1
CT,2017.3,2017,3,160606.026,709782.724,1992,361191.379,2009.1
CT,2017.4,2017,4,143616.092,699046.819,2206,361191.379,2009.1
CT,2018.1,2018,1,223934.354,692772.241,1425,361191.379,2009.1
DC,1971.1,1971,1,5154.456,5154.456,9309,58914.565,2009.3
DC,1971.2,1971,2,4819.95,9974.406,9364,58914.565,2009.3
DC,1971.3,1971,3,5370.238,15344.644,9278,58914.565,2009.3
DC,1971.4,1971,4,4732.328,20076.972,9388,58914.565,2009.3
DC,1972.1,1972,1,5536.603,20459.119,9245,58914.565,2009.3
DC,1972.2,1972,2,6010.48,21649.649,9182,58914.565,2009.3
DC,1972.3,1972,3,7164.683,23444.094,9009,58914.565,2009.3
DC,1972.4,1972,4,6363.737,25075.503,9119,58914.565,2009.3
DC,1973.1,1973,1,7694.655,27233.555,8940,58914.565,2009.3
DC,1973.2,1973,2,6943.46,28166.535,9040,58914.565,2009.3
DC,1973.3,1973,3,8103.417,29105.269,8881,58914.565,2009.3
DC,1973.4,1973,4,7628.173,30369.705,8950,58914.565,2009.3
DC,1974.1,1974,1,9292.137,31967.187,8713,58914.565,2009.3
DC,1974.2,1974,2,8976.41,34000.137,8768,58914.565,2009.3
DC,1974.3,1974,3,10376.044,36272.764,8570,58914.565,2009.3
DC,1974.4,1974,4,9964.913,38609.504,8614,58914.565,2009.3
DC,1975.1,1975,1,12979.165,42296.532,8239,58914.565,2009.3
DC,1975.2,1975,2,16027.769,49347.891,7847,58914.565,2009.3
DC,1975.3,1975,3,18912.253,57884.1,7484,58914.565,2009.3
DC,1975.4,1975,4,16836.995,64756.182,7739,58914.565,2009.3
DC,1976.1,1976,1,18154.746,69931.763,7588,58914.565,2009.3
DC,1976.2,1976,2,15687.167,69591.161,7891,58914.565,2009.3
DC,1976.3,1976,3,16916.654,67595.562,7730,58914.565,2009.3
DC,1976.4,1976,4,16237.947,66996.514,7825,58914.565,2009.3
DC,1977.1,1977,1,18921.175,67762.943,7482,58914.565,2009.3
DC,1977.2,1977,2,16807.01,68882.786,7746,58914.565,2009.3
DC,1977.3,1977,3,16795.942,68762.074,7750,58914.565,2009.3
DC,1977.4,1977,4,14832.458,67356.585,7995,58914.565,2009.3
DC,1978.1,1978,1,16955.762,65391.172,7727,58914.565,2009.3
DC,1978.2,1978,2,13712.463,62296.625,8157,58914.565,2009.3
DC,1978.3,1978,3,13560.059,59060.742,8177,58914.565,2009.3
DC,1978.4,1978,4,12889.958,57118.242,8254,58914.565,2009.3
DC,1979.1,1979,1,15701.476,55863.956,7887,58914.565,2009.3
DC,1979.2,1979,2,14052.951,56204.444,8106,58914.565,2009.3
DC,1979.3,1979,3,13342.924,55987.309,8205,58914.565,2009.3
DC,1979.4,1979,4,13313.742,56411.093,8209,58914.565,2009.3
DC,1980.1,1980,1,16424.028,57133.645,7800,58914.565,2009.3
DC,1980.2,1980,2,16025.917,59106.611,7848,58914.565,2009.3
DC,1980.3,1980,3,17455.847,63219.534,7663,58914.565,2009.3
DC,1980.4,1980,4,16177.935,66083.727,7834,58914.565,2009.3
DC,1981.1,1981,1,18189.835,67849.534,7582,58914.565,2009.3
DC,1981.2,1981,2,18338.775,70162.392,7557,58914.565,2009.3
DC,1981.3,1981,3,20955.73,73662.275,7233,58914.565,2009.3
DC,1981.4,1981,4,23506.348,80990.688,6983,58914.565,2009.3
DC,1982.1,1982,1,25967.654,88768.507,6718,58914.565,2009.3
DC,1982.2,1982,2,24104.088,94533.82,6906,58914.565,2009.3
DC,1982.3,1982,3,24237.881,97815.971,6891,58914.565,2009.3
DC,1982.4,1982,4,23755.376,98064.999,6951,58914.565,2009.3
DC,1983.1,1983,1,25272.062,97369.407,6795,58914.565,2009.3
DC,1983.2,1983,2,21679.56,94944.879,7169,58914.565,2009.3
DC,1983.3,1983,3,20695.05,91402.048,7267,58914.565,2009.3
DC,1983.4,1983,4,15740.405,83387.077,7884,58914.565,2009.3
DC,1984.1,1984,1,17134.847,75249.862,7705,58914.565,2009.3
DC,1984.2,1984,2,15367.496,68937.798,7932,58914.565,2009.3
DC,1984.3,1984,3,15501.644,63744.392,7907,58914.565,2009.3
DC,1984.4,1984,4,13145.33,61149.317,8222,58914.565,2009.3
DC,1985.1,1985,1,14040.733,58055.203,8110,58914.565,2009.3
DC,1985.2,1985,2,13158.255,55845.962,8221,58914.565,2009.3
DC,1985.3,1985,3,14352.457,54696.775,8071,58914.565,2009.3
DC,1985.4,1985,4,14153.78,55705.225,8096,58914.565,2009.3
DC,1986.1,1986,1,16535.755,58200.247,7784,58914.565,2009.3
DC,1986.2,1986,2,16568.418,61610.41,7778,58914.565,2009.3
DC,1986.3,1986,3,16951.248,64209.201,7728,58914.565,2009.3
DC,1986.4,1986,4,16431.709,66487.13,7797,58914.565,2009.3
DC,1987.1,1987,1,18601.325,68552.7,7524,58914.565,2009.3
DC,1987.2,1987,2,17302.695,69286.977,7679,58914.565,2009.3
DC,1987.3,1987,3,17151.295,69487.024,7701,58914.565,2009.3
DC,1987.4,1987,4,14677.127,67732.442,8012,58914.565,2009.3
DC,1988.1,1988,1,18142.505,67273.622,7590,58914.565,2009.3
DC,1988.2,1988,2,16530.145,66501.072,7785,58914.565,2009.3
DC,1988.3,1988,3,17077.665,66427.442,7712,58914.565,2009.3
DC,1988.4,1988,4,15552.604,67302.919,7905,58914.565,2009.3
DC,1989.1,1989,1,18740.819,67901.233,7509,58914.565,2009.3
DC,1989.2,1989,2,17988.972,69360.06,7607,58914.565,2009.3
DC,1989.3,1989,3,18391.996,70674.391,7550,58914.565,2009.3
DC,1989.4,1989,4,16774.96,71896.747,7754,58914.565,2009.3
DC,1990.1,1990,1,20235.953,73391.881,7328,58914.565,2009.3
DC,1990.2,1990,2,19334.688,74737.597,7432,58914.565,2009.3
DC,1990.3,1990,3,23961.959,80307.56,6925,58914.565,2009.3
DC,1990.4,1990,4,25568.199,89100.799,6751,58914.565,2009.3
DC,1991.1,1991,1,32365.263,101230.109,6098,58914.565,2009.3
DC,1991.2,1991,2,34609.801,116505.222,5887,58914.565,2009.3
DC,1991.3,1991,3,35833.656,128376.919,5804,58914.565,2009.3
DC,1991.4,1991,4,32416.546,135225.266,6091,58914.565,2009.3
DC,1992.1,1992,1,32665.657,135525.66,6070,58914.565,2009.3
DC,1992.2,1992,2,32878.482,133794.341,6047,58914.565,2009.3
DC,1992.3,1992,3,33195.962,131156.647,6023,58914.565,2009.3
DC,1992.4,1992,4,29150.479,127890.58,6388,58914.565,2009.3
DC,1993.1,1993,1,29437.998,124662.921,6353,58914.565,2009.3
DC,1993.2,1993,2,27094.173,118878.612,6609,58914.565,2009.3
DC,1993.3,1993,3,29627.78,115310.43,6341,58914.565,2009.3
DC,1993.4,1993,4,26016.229,112176.18,6712,58914.565,2009.3
DC,1994.1,1994,1,28429.594,111167.776,6477,58914.565,2009.3
DC,1994.2,1994,2,24660.085,108733.688,6858,58914.565,2009.3
DC,1994.3,1994,3,25548.77,104654.678,6753,58914.565,2009.3
DC,1994.4,1994,4,22558.027,101196.476,7074,58914.565,2009.3
DC,1995.1,1995,1,27406.507,100173.389,6587,58914.565,2009.3
DC,1995.2,1995,2,27019.695,102532.999,6618,58914.565,2009.3
DC,1995.3,1995,3,27767.345,104751.574,6550,58914.565,2009.3
DC,1995.4,1995,4,24451.054,106644.601,6873,58914.565,2009.3
DC,1996.1,1996,1,26431.224,105669.318,6675,58914.565,2009.3
DC,1996.2,1996,2,23050.531,101700.154,7020,58914.565,2009.3
DC,1996.3,1996,3,25150.872,99083.681,6813,58914.565,2009.3
DC,1996.4,1996,4,22939.381,97572.008,7038,58914.565,2009.3
DC,1997.1,1997,1,25461.194,96601.978,6765,58914.565,2009.3
DC,1997.2,1997,2,23351.552,96902.999,7002,58914.565,2009.3
DC,1997.3,1997,3,24865.522,96617.649,6833,58914.565,2009.3
DC,1997.4,1997,4,21324.754,95003.022,7198,58914.565,2009.3
DC,1998.1,1998,1,21088.453,90630.281,7224,58914.565,2009.3
DC,1998.2,1998,2,18165.961,85444.69,7586,58914.565,2009.3
DC,1998.3,1998,3,20509.408,81088.576,7286,58914.565,2009.3
DC,1998.4,1998,4,19846.256,79610.078,7373,58914.565,2009.3
DC,1999.1,1999,1,20490.572,79012.197,7291,58914.565,2009.3
DC,1999.2,1999,2,18296.206,79142.442,7564,58914.565,2009.3
DC,1999.3,1999,3,20073.294,78706.328,7343,58914.565,2009.3
DC,1999.4,1999,4,18078.924,76938.996,7598,58914.565,2009.3
DC,2000.1,2000,1,19349.214,75797.638,7430,58914.565,2009.3
DC,2000.2,2000,2,17146.385,74647.817,7703,58914.565,2009.3
DC,2000.3,2000,3,17598.005,72172.528,7653,58914.565,2009.3
DC,2000.4,2000,4,15699.086,69792.69,7889,58914.565,2009.3
DC,2001.1,2001,1,18207.937,68651.413,7579,58914.565,2009.3
DC,2001.2,2001,2,18483.556,69988.584,7537,58914.565,2009.3
DC,2001.3,2001,3,22037.901,74428.48,7135,58914.565,2009.3
DC,2001.4,2001,4,32120.199,90849.593,6123,58914.565,2009.3
DC,2002.1,2002,1,39714.739,112356.395,5480,58914.565,2009.3
DC,2002.2,2002,2,34469.752,128342.591,5902,58914.565,2009.3
DC,2002.3,2002,3,32443.007,138747.697,6090,58914.565,2009.3
DC,2002.4,2002,4,28452.761,135080.259,6476,58914.565,2009.3
DC,2003.1,2003,1,29655.341,125020.861,6337,58914.565,2009.3
DC,2003.2,2003,2,26292.564,116843.673,6687,58914.565,2009.3
DC,2003.3,2003,3,26913.413,111314.079,6625,58914.565,2009.3
DC,2003.4,2003,4,25517.843,108379.161,6756,58914.565,2009.3
DC,2004.1,2004,1,24383.959,103107.779,6882,58914.565,2009.3
DC,2004.2,2004,2,20986.086,97801.301,7231,58914.565,2009.3
DC,2004.3,2004,3,21521.737,92409.625,7179,58914.565,2009.3
DC,2004.4,2004,4,19521.822,86413.604,7411,58914.565,2009.3
DC,2005.1,2005,1,20496.667,82526.312,7289,58914.565,2009.3
DC,2005.2,2005,2,18801.205,80341.431,7498,58914.565,2009.3
DC,2005.3,2005,3,22501.431,81321.125,7081,58914.565,2009.3
DC,2005.4,2005,4,22284.734,84084.037,7103,58914.565,2009.3
DC,2006.1,2006,1,22130.84,85718.21,7121,58914.565,2009.3
DC,2006.2,2006,2,19660.417,86577.422,7395,58914.565,2009.3
DC,2006.3,2006,3,22260.485,86336.476,7109,58914.565,2009.3
DC,2006.4,2006,4,21875.938,85927.68,7148,58914.565,2009.3
DC,2007.1,2007,1,22648.648,86445.488,7072,58914.565,2009.3
DC,2007.2,2007,2,20460.039,87245.11,7299,58914.565,2009.3
DC,2007.3,2007,3,23619.111,88603.736,6967,58914.565,2009.3
DC,2007.4,2007,4,23733.817,90461.615,6955,58914.565,2009.3
DC,2008.1,2008,1,25438.636,93251.603,6768,58914.565,2009.3
DC,2008.2,2008,2,24288.818,97080.382,6888,58914.565,2009.3
DC,2008.3,2008,3,44880.794,118342.065,5012,58914.565,2009.3
DC,2008.4,2008,4,39110.706,133718.954,5535,58914.565,2009.3
DC,2009.1,2009,1,42359.311,150639.629,5231,58914.565,2009.3
DC,2009.2,2009,2,51722.719,178073.53,4549,58914.565,2009.3
DC,2009.3,2009,3,58914.565,192107.301,4138,58914.565,2009.3
DC,2009.4,2009,4,52315.423,205312.018,4524,58914.565,2009.3
DC,2010.1,2010,1,48035.54,210988.247,4783,58914.565,2009.3
DC,2010.2,2010,2,41813.266,201078.794,5272,58914.565,2009.3
DC,2010.3,2010,3,43840.161,186004.39,5092,58914.565,2009.3
DC,2010.4,2010,4,42372.444,176061.411,5229,58914.565,2009.3
DC,2011.1,2011,1,41875.389,169901.26,5264,58914.565,2009.3
DC,2011.2,2011,2,37464.204,165552.198,5656,58914.565,2009.3
DC,2011.3,2011,3,40270.402,161982.439,5417,58914.565,2009.3
DC,2011.4,2011,4,42453.485,162063.48,5223,58914.565,2009.3
DC,2012.1,2012,1,41170.87,161358.961,5335,58914.565,2009.3
DC,2012.2,2012,2,35381.924,159276.681,5840,58914.565,2009.3
DC,2012.3,2012,3,37741.975,156748.254,5637,58914.565,2009.3
DC,2012.4,2012,4,37832.345,152127.114,5625,58914.565,2009.3
DC,2013.1,2013,1,38186.512,149142.756,5601,58914.565,2009.3
DC,2013.2,2013,2,34387.313,148148.145,5908,58914.565,2009.3
DC,2013.3,2013,3,38796.043,149202.213,5557,58914.565,2009.3
DC,2013.4,2013,4,41611.716,152981.584,5290,58914.565,2009.3
DC,2014.1,2014,1,35636.158,150431.23,5819,58914.565,2009.3
DC,2014.2,2014,2,33194.175,149238.092,6025,58914.565,2009.3
DC,2014.3,2014,3,36365.873,146807.922,5764,58914.565,2009.3
DC,2014.4,2014,4,30114.12,135310.326,6299,58914.565,2009.3
DC,2015.1,2015,1,28910.689,128584.857,6419,58914.565,2009.3
DC,2015.2,2015,2,25301.941,120692.623,6789,58914.565,2009.3
DC,2015.3,2015,3,29203.802,113530.552,6379,58914.565,2009.3
DC,2015.4,2015,4,27062.761,110479.193,6612,58914.565,2009.3
DC,2016.1,2016,1,27084.036,108652.54,6610,58914.565,2009.3
DC,2016.2,2016,2,24182.605,107533.204,6894,58914.565,2009.3
DC,2016.3,2016,3,27950.438,106279.84,6533,58914.565,2009.3
DC,2016.4,2016,4,30020.312,109237.391,6309,58914.565,2009.3
DC,2017.1,2017,1,32171.542,114324.897,6118,58914.565,2009.3
DC,2017.2,2017,2,30500.393,120642.685,6264,58914.565,2009.3
DC,2017.3,2017,3,33088.443,125780.69,6034,58914.565,2009.3
DC,2017.4,2017,4,31334.321,127094.699,6201,58914.565,2009.3
DC,2018.1,2018,1,32741.091,127664.248,6067,58914.565,2009.3
DE,1971.1,1971,1,4268.125,4268.125,9471,56797.168,2009.1
DE,1971.2,1971,2,2662.216,6930.341,9702,56797.168,2009.1
DE,1971.3,1971,3,3713.65,10643.991,9568,56797.168,2009.1
DE,1971.4,1971,4,1905.017,12549.008,9808,56797.168,2009.1
DE,1972.1,1972,1,3974.325,12255.208,9519,56797.168,2009.1
DE,1972.2,1972,2,2122.148,11715.14,9777,56797.168,2009.1
DE,1972.3,1972,3,2803.851,10805.341,9684,56797.168,2009.1
DE,1972.4,1972,4,1884.385,10784.709,9813,56797.168,2009.1
DE,1973.1,1973,1,3126.142,9936.526,9630,56797.168,2009.1
DE,1973.2,1973,2,2026.29,9840.668,9789,56797.168,2009.1
DE,1973.3,1973,3,2755.694,9792.511,9691,56797.168,2009.1
DE,1973.4,1973,4,2508.71,10416.836,9729,56797.168,2009.1
DE,1974.1,1974,1,8542.16,15832.854,8816,56797.168,2009.1
DE,1974.2,1974,2,5467.558,19274.122,9261,56797.168,2009.1
DE,1974.3,1974,3,4163.901,20682.329,9491,56797.168,2009.1
DE,1974.4,1974,4,6796.872,24970.491,9057,56797.168,2009.1
DE,1975.1,1975,1,16418.909,32847.24,7802,56797.168,2009.1
DE,1975.2,1975,2,13428.378,40808.06,8194,56797.168,2009.1
DE,1975.3,1975,3,8265.711,44909.87,8862,56797.168,2009.1
DE,1975.4,1975,4,6796.872,44909.87,9057,56797.168,2009.1
DE,1976.1,1976,1,9196.838,37687.799,8734,56797.168,2009.1
DE,1976.2,1976,2,8363.694,32623.115,8850,56797.168,2009.1
DE,1976.3,1976,3,10076.333,34433.737,8601,56797.168,2009.1
DE,1976.4,1976,4,8759.407,36396.272,8794,56797.168,2009.1
DE,1977.1,1977,1,12850.174,40049.608,8263,56797.168,2009.1
DE,1977.2,1977,2,6994.244,38680.158,9031,56797.168,2009.1
DE,1977.3,1977,3,5892.492,34496.317,9198,56797.168,2009.1
DE,1977.4,1977,4,6636.061,32372.971,9075,56797.168,2009.1
DE,1978.1,1978,1,11254.046,30776.843,8446,56797.168,2009.1
DE,1978.2,1978,2,6348.987,30131.586,9122,56797.168,2009.1
DE,1978.3,1978,3,7084.831,31323.925,9016,56797.168,2009.1
DE,1978.4,1978,4,6749.903,31437.767,9063,56797.168,2009.1
DE,1979.1,1979,1,12037.397,32221.118,8358,56797.168,2009.1
DE,1979.2,1979,2,6157.351,32029.482,9151,56797.168,2009.1
DE,1979.3,1979,3,7009.411,31954.062,9027,56797.168,2009.1
DE,1979.4,1979,4,6569.404,31773.563,9091,56797.168,2009.1
DE,1980.1,1980,1,11979.055,31715.221,8361,56797.168,2009.1
DE,1980.2,1980,2,10463.851,36021.721,8555,56797.168,2009.1
DE,1980.3,1980,3,13815.364,42827.674,8143,56797.168,2009.1
DE,1980.4,1980,4,8516.535,44774.805,8820,56797.168,2009.1
DE,1981.1,1981,1,16281.988,49077.738,7816,56797.168,2009.1
DE,1981.2,1981,2,8555.991,47169.878,8814,56797.168,2009.1
DE,1981.3,1981,3,10396.098,43750.612,8564,56797.168,2009.1
DE,1981.4,1981,4,11095.868,46329.945,8467,56797.168,2009.1
DE,1982.1,1982,1,16469.241,46517.198,7790,56797.168,2009.1
DE,1982.2,1982,2,8031.103,45992.31,8894,56797.168,2009.1
DE,1982.3,1982,3,10020.333,45616.545,8604,56797.168,2009.1
DE,1982.4,1982,4,8693.733,43214.41,8801,56797.168,2009.1
DE,1983.1,1983,1,10445.123,37190.292,8559,56797.168,2009.1
DE,1983.2,1983,2,7798.863,36958.052,8927,56797.168,2009.1
DE,1983.3,1983,3,6648.235,33585.954,9071,56797.168,2009.1
DE,1983.4,1983,4,5610.235,30502.456,9234,56797.168,2009.1
DE,1984.1,1984,1,8252.523,28309.856,8864,56797.168,2009.1
DE,1984.2,1984,2,8039.287,28550.28,8892,56797.168,2009.1
DE,1984.3,1984,3,8783.772,30685.817,8790,56797.168,2009.1
DE,1984.4,1984,4,4689.398,29764.98,9396,56797.168,2009.1
DE,1985.1,1985,1,7775.253,29287.71,8928,56797.168,2009.1
DE,1985.2,1985,2,4734.498,25982.921,9385,56797.168,2009.1
DE,1985.3,1985,3,5990.391,23189.54,9186,56797.168,2009.1
DE,1985.4,1985,4,3760.924,22261.066,9559,56797.168,2009.1
DE,1986.1,1986,1,10749.767,25235.58,8511,56797.168,2009.1
DE,1986.2,1986,2,14408.42,34909.502,8059,56797.168,2009.1
DE,1986.3,1986,3,13700.119,42619.23,8161,56797.168,2009.1
DE,1986.4,1986,4,5067.613,43925.919,9327,56797.168,2009.1
DE,1987.1,1987,1,9527.649,42703.801,8677,56797.168,2009.1
DE,1987.2,1987,2,6194.275,34489.656,9147,56797.168,2009.1
DE,1987.3,1987,3,5501.665,26291.202,9251,56797.168,2009.1
DE,1987.4,1987,4,3321.758,24545.347,9611,56797.168,2009.1
DE,1988.1,1988,1,12516.772,27534.47,8305,56797.168,2009.1
DE,1988.2,1988,2,9074.595,30414.79,8754,56797.168,2009.1
DE,1988.3,1988,3,12597.894,37511.019,8293,56797.168,2009.1
DE,1988.4,1988,4,7106.039,41295.3,9014,56797.168,2009.1
DE,1989.1,1989,1,9421.583,38200.111,8699,56797.168,2009.1
DE,1989.2,1989,2,5860.711,34986.227,9205,56797.168,2009.1
DE,1989.3,1989,3,10001.954,32390.287,8606,56797.168,2009.1
DE,1989.4,1989,4,8279.848,33564.096,8860,56797.168,2009.1
DE,1990.1,1990,1,13497.725,37640.238,8187,56797.168,2009.1
DE,1990.2,1990,2,7879.283,39658.81,8917,56797.168,2009.1
DE,1990.3,1990,3,8983.409,38640.265,8766,56797.168,2009.1
DE,1990.4,1990,4,11872.693,42233.11,8372,56797.168,2009.1
DE,1991.1,1991,1,22210.376,50945.761,7115,56797.168,2009.1
DE,1991.2,1991,2,17944.666,61011.144,7616,56797.168,2009.1
DE,1991.3,1991,3,19084.333,71112.068,7465,56797.168,2009.1
DE,1991.4,1991,4,13284.184,72523.559,8213,56797.168,2009.1
DE,1992.1,1992,1,25099.942,75413.125,6815,56797.168,2009.1
DE,1992.2,1992,2,15745.322,73213.781,7882,56797.168,2009.1
DE,1992.3,1992,3,17757.832,71887.28,7637,56797.168,2009.1
DE,1992.4,1992,4,13660.756,72263.852,8165,56797.168,2009.1
DE,1993.1,1993,1,18337.336,65501.246,7558,56797.168,2009.1
DE,1993.2,1993,2,13451.919,63207.843,8192,56797.168,2009.1
DE,1993.3,1993,3,16095.375,61545.386,7838,56797.168,2009.1
DE,1993.4,1993,4,13542.446,61427.076,8180,56797.168,2009.1
DE,1994.1,1994,1,21567.441,64657.181,7177,56797.168,2009.1
DE,1994.2,1994,2,14371.039,65576.301,8068,56797.168,2009.1
DE,1994.3,1994,3,12905.601,62386.527,8251,56797.168,2009.1
DE,1994.4,1994,4,9836.76,58680.841,8630,56797.168,2009.1
DE,1995.1,1995,1,15883.528,52996.928,7863,56797.168,2009.1
DE,1995.2,1995,2,13819.628,52445.517,8141,56797.168,2009.1
DE,1995.3,1995,3,15420.134,54960.05,7920,56797.168,2009.1
DE,1995.4,1995,4,16317.775,61441.065,7813,56797.168,2009.1
DE,1996.1,1996,1,27127.994,72685.531,6605,56797.168,2009.1
DE,1996.2,1996,2,18373.445,77239.348,7553,56797.168,2009.1
DE,1996.3,1996,3,23865.738,85684.952,6936,56797.168,2009.1
DE,1996.4,1996,4,27611.827,96979.004,6561,56797.168,2009.1
DE,1997.1,1997,1,21155.589,91006.599,7217,56797.168,2009.1
DE,1997.2,1997,2,14423.392,87056.546,8055,56797.168,2009.1
DE,1997.3,1997,3,13598.509,76789.317,8172,56797.168,2009.1
DE,1997.4,1997,4,11764.823,60942.313,8385,56797.168,2009.1
DE,1998.1,1998,1,19908.677,59695.401,7366,56797.168,2009.1
DE,1998.2,1998,2,13389.215,58661.224,8200,56797.168,2009.1
DE,1998.3,1998,3,16267.637,61330.352,7819,56797.168,2009.1
DE,1998.4,1998,4,11368.56,60934.089,8435,56797.168,2009.1
DE,1999.1,1999,1,16692.061,57717.473,7765,56797.168,2009.1
DE,1999.2,1999,2,11965.636,56293.894,8364,56797.168,2009.1
DE,1999.3,1999,3,13372.897,53399.154,8203,56797.168,2009.1
DE,1999.4,1999,4,12095.663,54126.257,8349,56797.168,2009.1
DE,2000.1,2000,1,20319.644,57753.84,7317,56797.168,2009.1
DE,2000.2,2000,2,14348.415,60136.619,8072,56797.168,2009.1
DE,2000.3,2000,3,16763.692,63527.414,7755,56797.168,2009.1
DE,2000.4,2000,4,14970.701,66402.452,7983,56797.168,2009.1
DE,2001.1,2001,1,27652.501,73735.309,6558,56797.168,2009.1
DE,2001.2,2001,2,17986.135,77373.029,7608,56797.168,2009.1
DE,2001.3,2001,3,19216.785,79826.122,7449,56797.168,2009.1
DE,2001.4,2001,4,20500.354,85355.775,7287,56797.168,2009.1
DE,2002.1,2002,1,30966.25,88669.524,6230,56797.168,2009.1
DE,2002.2,2002,2,25932.807,96616.196,6721,56797.168,2009.1
DE,2002.3,2002,3,25857.921,103257.332,6728,56797.168,2009.1
DE,2002.4,2002,4,24662.479,107419.457,6857,56797.168,2009.1
DE,2003.1,2003,1,37776.617,114229.824,5634,56797.168,2009.1
DE,2003.2,2003,2,27681.105,115978.122,6555,56797.168,2009.1
DE,2003.3,2003,3,27382.434,117502.635,6589,56797.168,2009.1
DE,2003.4,2003,4,28327.577,121167.733,6490,56797.168,2009.1
DE,2004.1,2004,1,34944.172,118335.288,5867,56797.168,2009.1
DE,2004.2,2004,2,24115.969,114770.152,6903,56797.168,2009.1
DE,2004.3,2004,3,27114.178,114501.896,6608,56797.168,2009.1
DE,2004.4,2004,4,22955.891,109130.21,7035,56797.168,2009.1
DE,2005.1,2005,1,30680.074,104866.112,6253,56797.168,2009.1
DE,2005.2,2005,2,23049.433,103799.576,7021,56797.168,2009.1
DE,2005.3,2005,3,22414.987,99100.385,7086,56797.168,2009.1
DE,2005.4,2005,4,23870.463,100014.957,6934,56797.168,2009.1
DE,2006.1,2006,1,27779.327,97114.21,6548,56797.168,2009.1
DE,2006.2,2006,2,22259.022,96323.799,7110,56797.168,2009.1
DE,2006.3,2006,3,24999.505,98908.317,6825,56797.168,2009.1
DE,2006.4,2006,4,22688.805,97726.659,7064,56797.168,2009.1
DE,2007.1,2007,1,32876.17,102823.502,6048,56797.168,2009.1
DE,2007.2,2007,2,23682.418,104246.898,6960,56797.168,2009.1
DE,2007.3,2007,3,23867.374,103114.767,6935,56797.168,2009.1
DE,2007.4,2007,4,24987.245,105413.207,6827,56797.168,2009.1
DE,2008.1,2008,1,33484.889,106021.926,5995,56797.168,2009.1
DE,2008.2,2008,2,27266.68,109606.188,6598,56797.168,2009.1
DE,2008.3,2008,3,31002.598,116741.412,6227,56797.168,2009.1
DE,2008.4,2008,4,36379.12,128133.287,5761,56797.168,2009.1
DE,2009.1,2009,1,56797.168,151445.566,4254,56797.168,2009.1
DE,2009.2,2009,2,52697.638,176876.524,4498,56797.168,2009.1
DE,2009.3,2009,3,45853.772,191727.698,4941,56797.168,2009.1
DE,2009.4,2009,4,42037.535,197386.113,5254,56797.168,2009.1
DE,2010.1,2010,1,49578.085,190167.03,4681,56797.168,2009.1
DE,2010.2,2010,2,37763.626,175233.018,5636,56797.168,2009.1
DE,2010.3,2010,3,33136.679,162515.925,6029,56797.168,2009.1
DE,2010.4,2010,4,30074.85,150553.24,6301,56797.168,2009.1
DE,2011.1,2011,1,36111.103,137086.258,5785,56797.168,2009.1
DE,2011.2,2011,2,28489.02,127811.652,6470,56797.168,2009.1
DE,2011.3,2011,3,31092.401,125767.374,6217,56797.168,2009.1
DE,2011.4,2011,4,30622.966,126315.49,6257,56797.168,2009.1
DE,2012.1,2012,1,35603.869,125808.256,5824,56797.168,2009.1
DE,2012.2,2012,2,27959.458,125278.694,6531,56797.168,2009.1
DE,2012.3,2012,3,27062.75,121249.043,6613,56797.168,2009.1
DE,2012.4,2012,4,25996.493,116622.57,6715,56797.168,2009.1
