st,CYQ,year,quarter,CYQ_Total_Wages,staxemp,CYQ_Taxable_Wages,AWW
CO,1986.2,1986,2,6692748.768,5626963.804,1145114.501,371.952555
CO,1986.3,1986,3,6705861.302,5597543.361,4511682.036,376.259411
CO,1986.4,1986,4,6626183.1,5512932.968,2298035.436,379.4581278
CO,1987.1,1987,1,6664904.024,5599567.632,1398288.713,382.8800989
CO,1987.2,1987,2,6805480.199,5704019.075,1084443.363,385.7593687
CO,1987.3,1987,3,6765234.483,5579202.908,4597771.812,387.7375277
CO,1987.4,1987,4,6749307.587,5572032.533,2544966.149,390.506812
CO,1988.1,1988,1,6831189.842,5659885.743,1587092.526,392.4177481
CO,1988.2,1988,2,7203402.189,5991063.102,1241386.923,396.2266887
CO,1988.3,1988,3,7029001.608,5784674.353,4829783.119,398.3507682
CO,1988.4,1988,4,6982026.535,5736548.176,2858184.372,399.8147845
CO,1989.1,1989,1,7287784.652,6032601.843,1833470.141,404.0326782
CO,1989.2,1989,2,7613309.986,6339425.217,1340880.132,408.1605042
CO,1989.3,1989,3,7408566.064,6097011.862,5111701.826,410.6516717
CO,1989.4,1989,4,7417267.988,6086742.956,2919368.51,413.1293063
CO,1990.1,1990,1,7621046.614,6301247.05,1841905.484,414.3294198
CO,1990.2,1990,2,8089645.355,6745478.973,1420739.601,417.2192448
CO,1990.3,1990,3,7897871.157,6496465.53,5379288.054,420.924508
CO,1990.4,1990,4,7924610.51,6530470.193,3004540.953,424.8754371
CO,1991.1,1991,1,8107042.973,6697130.532,1887619.063,428.5025727
CO,1991.2,1991,2,8787343.553,7315431.237,1453987.078,434.9870868
CO,1991.3,1991,3,8341782.643,6837384.635,5642851.378,438.6569502
CO,1991.4,1991,4,8436831.095,6896718.471,3036099.069,443.9042112
CO,1992.1,1992,1,8624885.841,7102437.612,1911071.153,449.4482102
CO,1992.2,1992,2,9355566.775,7763944.684,1447592.057,455.0008602
CO,1992.3,1992,3,8914922.508,7279379.057,5890172.694,459.7453742
CO,1992.4,1992,4,9006282.921,7341664.541,3155574.346,463.2609908
CO,1993.1,1993,1,9274450.459,7626128.653,1986649.787,466.7080173
CO,1993.2,1993,2,10386621.43,8645476.667,1569589.109,475.1009932
CO,1993.3,1993,3,9299315.882,7740947.643,6289210.547,474.6550506
CO,1993.4,1993,4,9700502.47,8084776.201,3538400.107,477.8310913
CO,1994.1,1994,1,10057883.71,8449268.363,2299871.219,481.8229318
CO,1994.2,1994,2,11255565.37,9578691.325,1869949.788,486.3975188
CO,1994.3,1994,3,10147813.4,8380932.019,6682622.535,490.5234475
CO,1994.4,1994,4,10436058.75,8623841.499,3616872.56,492.8111166
CO,1995.1,1995,1,10984060.57,9137318.832,2396535.736,497.1103622
CO,1995.2,1995,2,11725070.39,9855216.166,1891561.583,495.8502606
CO,1995.3,1995,3,11378286.21,9433934.188,7319943.609,503.4669498
CO,1995.4,1995,4,11272885.09,9344441.15,3745499.797,507.1209805
CO,1996.1,1996,1,11695168.93,9768655.35,2476969.105,509.4838181
CO,1996.2,1996,2,12665228.3,10729075.06,2015880.412,514.7925431
CO,1996.3,1996,3,12311092.23,10305895.95,7865069.832,520.6649002
CO,1996.4,1996,4,12293731.51,10337583.56,3979043.444,526.9497215
CO,1997.1,1997,1,12691722.3,10707501.28,2580614.113,532.9362687
CO,1997.2,1997,2,13937683.54,11888758.84,2122092.359,541.7946655
CO,1997.3,1997,3,13399791.4,11296941.48,8426727.846,547.8205235
CO,1997.4,1997,4,13379902.45,11292699.87,4185025.705,553.3016868
CO,1998.1,1998,1,14087748.79,11960573.77,2744845.957,561.5287779
CO,1998.2,1998,2,15508522.84,13331099.92,2294633.217,571.0952997
CO,1998.3,1998,3,15159359.63,12936112.86,9129843.763,582.6624646
CO,1998.4,1998,4,15032954.49,12807915.75,4399429.264,593.2677545
CO,1999.1,1999,1,15514495.55,13250826.29,2902030.531,601.2173971
CO,1999.2,1999,2,17454412.14,15105686.17,2481470.881,614.5295623
CO,1999.3,1999,3,16261385.88,13969525.02,9816923.907,619.3286128
CO,1999.4,1999,4,16584903.72,14218974.51,4623543.27,628.0658417
CO,2000.1,2000,1,17220438.11,14845335.98,3027508.932,638.6309558
CO,2000.2,2000,2,19524358.06,17020367.88,2658353.825,652.4709165
CO,2000.3,2000,3,18691855.15,16217974.82,10783221.9,669.4639689
CO,2000.4,2000,4,18908860.02,16373304.7,4741393.96,684.5617272
CO,2001.1,2001,1,19805137.8,17284491.07,3182892.134,700.9459139
CO,2001.2,2001,2,21286090.45,18627919.21,2727539.776,709.8281568
CO,2001.3,2001,3,20626487.39,17973570.79,11596339.43,721.508391
CO,2001.4,2001,4,19811429.48,17058746.09,4620444.603,726.1986616
CO,2002.1,2002,1,19688810.42,16931994.13,2940168.799,724.9971251
CO,2002.2,2002,2,20802853.49,17894449.18,2369757.573,724.3945239
CO,2002.3,2002,3,19687502.67,16791874.35,11157960.69,721.3323331
CO,2002.4,2002,4,19253548.48,16263579.13,4386569.78,720.5391631
CO,2003.1,2003,1,19410120.1,16418917.49,2772057.042,722.0345054
CO,2003.2,2003,2,20743443.67,17605372.38,2261194.457,724.0419373
CO,2003.3,2003,3,19568754.98,16509183.52,10951294.2,725.7771357
CO,2003.4,2003,4,19228622.21,16099507.19,4178484.738,729.8426694
CO,2004.1,2004,1,19897161.1,16789292.83,2690755.295,737.8283531
CO,2004.2,2004,2,20894815.54,17707416.39,2237687.38,741.4489286
CO,2004.3,2004,3,20266714.13,17133508.73,11034639.46,748.0909529
CO,2004.4,2004,4,19978793.15,16770489.14,4308222.983,752.6643386
CO,2005.1,2005,1,20384902.25,17156692.73,2804172.435,754.0529581
CO,2005.2,2005,2,22629432.07,19256609.25,2394030.787,766.2156102
CO,2005.3,2005,3,21114287.13,17877837.7,11326993.04,769.6844367
CO,2005.4,2005,4,21081863.81,17741077.15,4453657.369,775.8983512
CO,2006.1,2006,1,22421042.02,18971184.8,3049530.876,789.9439928
CO,2006.2,2006,2,23269720.12,19875545.79,2504140.284,790.9310943
CO,2006.3,2006,3,23698589.34,20226052.52,12085078.49,809.0046606
CO,2006.4,2006,4,22357829.65,19031028.5,4483199.041,814.961424
CO,2007.1,2007,1,23231185.18,19570074.72,3009646.831,817.4542288
CO,2007.2,2007,2,24980797.75,21350692.32,2561591.158,827.8387594
CO,2007.3,2007,3,25050796.95,21367165.62,12522967.93,835.3557109
CO,2007.4,2007,4,23978985.62,20427364.72,4634418.609,844.6065914
CO,2008.1,2008,1,24578720.71,20765803.68,3145477.499,851.214286
CO,2008.2,2008,2,27051239.09,23150906.47,2689456.732,863.9828058
CO,2008.3,2008,3,26553938.75,22612441.78,13013000.8,872.3770904
CO,2008.4,2008,4,24996652.38,21184244.84,4540688.342,878.3200472
CO,2009.1,2009,1,25732210.57,21472282.51,3051427.363,886.5462164
CO,2009.2,2009,2,26938561.98,22754539.19,2440713.876,887.4344694
CO,2009.3,2009,3,25496204.05,21323870.25,12507720.16,885.3654985
CO,2009.4,2009,4,23518081.89,19529312.76,4045557.871,884.0788689
CO,2010.1,2010,1,24130515.25,19771420.98,2549232.872,883.7443382
CO,2010.2,2010,2,26387489.07,22012485.81,2119347.242,891.1184276
CO,2010.3,2010,3,24505535.79,20375145.34,11735398.93,890.4592003
CO,2010.4,2010,4,23653507.09,19583837.85,4188140.242,895.2075839
CO,2011.1,2011,1,24668298.21,20212547.48,2748608.713,900.8645441
CO,2011.2,2011,2,27498138.55,23064994.06,2327723.924,909.7983617
CO,2011.3,2011,3,25931925.06,21728990.36,12063217.27,919.7500913
CO,2011.4,2011,4,24849353.7,20716275.02,4280144.497,926.6763012
CO,2012.1,2012,1,26553409.32,21960739.38,2915834.579,938.9894098
CO,2012.2,2012,2,27337084.22,22911341.17,2316694.344,932.7821516
CO,2012.3,2012,3,27934331.61,23564385.11,13342168.05,945.3819118
CO,2012.4,2012,4,26011178.71,21745089.76,4807880.239,950.1335409
CO,2013.1,2013,1,26844942.99,22265148.27,3161330.206,946.9499724
CO,2013.2,2013,2,29862140.14,25258048.95,2641857.19,962.0782296
CO,2013.3,2013,3,28827884.83,24329447.28,14022779.72,962.627089
CO,2013.4,2013,4,27296293.02,22831366.04,5151000.213,966.275677
CO,2014.1,2014,1,28229233.97,23444745.62,3442559.371,970.1218684
CO,2014.2,2014,2,30643637.52,25779480.14,2912933.639,969.0760597
CO,2014.3,2014,3,31042158.33,26359200.99,15024669.46,979.5751553
CO,2014.4,2014,4,29164049.35,24496657.56,5643895.571,986.4372622
CO,2015.1,2015,1,30166801.56,25157665.97,3811116.338,993.3079114
CO,2015.2,2015,2,33193418.54,28133216.11,3269376.492,1004.740442
CO,2015.3,2015,3,32986136.51,28037845.74,15839512.71,1011.075066
CO,2015.4,2015,4,31070283.76,26121358.31,5906091.05,1018.088449
CO,2016.1,2016,1,31843478.41,26534536.22,3989969.252,1023.777542
CO,2016.2,2016,2,35198527.42,29727667.31,3461090.165,1032.838254
CO,2016.3,2016,3,33373476.8,28214720.01,16547851.62,1029.727749
CO,2016.4,2016,4,32152639.14,26874803.64,6360059.725,1032.267517
CO,2017.1,2017,1,34487065.14,28647555.69,4350144.468,1046.35659
CO,2017.2,2017,2,35360118.09,29828121.93,3508774.359,1041.899551
CO,2017.3,2017,3,36741022.28,31085198.44,17814371.77,1062.033409
CO,2017.4,2017,4,34246315.38,28874355.28,6543528.3,1071.766532
CO,2018.1,2018,1,35430048.46,29437977.64,4392011.569,1073.323935
CT,1971.1,1971,1,NA,NA,NA,NA
CT,1971.2,1971,2,NA,NA,NA,NA
CT,1971.3,1971,3,NA,NA,NA,NA
CT,1971.4,1971,4,NA,NA,NA,NA
CT,1972.1,1972,1,NA,NA,NA,NA
CT,1972.2,1972,2,NA,NA,NA,NA
CT,1972.3,1972,3,NA,NA,NA,NA
CT,1972.4,1972,4,NA,NA,NA,NA
CT,1973.1,1973,1,NA,NA,NA,NA
CT,1973.2,1973,2,NA,NA,NA,NA
CT,1973.3,1973,3,NA,NA,NA,NA
CT,1973.4,1973,4,NA,NA,NA,NA
CT,1974.1,1974,1,NA,NA,NA,NA
CT,1974.2,1974,2,NA,NA,NA,NA
CT,1974.3,1974,3,2825676.079,2457898.664,2077156.227,45.3822416
CT,1974.4,1974,4,2986404.866,2590587.557,1227527.824,92.03457172
CT,1975.1,1975,1,2920081.36,2604812.848,607375.91,138.014046
CT,1975.2,1975,2,3126880.302,2740797.47,416904.271,187.0590495
CT,1975.3,1975,3,2961258.792,2438873.444,2231015.643,190.1989915
CT,1975.4,1975,4,3050538.163,2498487.772,1613056.703,193.2001513
CT,1976.1,1976,1,2928244.832,2462894.218,897369.72,196.0121143
CT,1976.2,1976,2,3251285.061,2704246.293,584924.493,199.8255666
CT,1976.3,1976,3,3072258.659,2530517.62,2300141.48,201.8801583
CT,1976.4,1976,4,3258301.538,2681044.747,1705572.677,204.5599015
CT,1977.1,1977,1,3250356.428,2762807.139,927059.324,208.0267711
CT,1977.2,1977,2,3531335.659,2948159.007,615631.604,211.0487272
CT,1977.3,1977,3,3376757.827,2813992.183,2524530.446,214.3877276
CT,1977.4,1977,4,3611489.899,2992664.052,1754543.529,217.8672082
CT,1978.1,1978,1,3582882.645,3059168.681,943435.524,221.0095573
CT,1978.2,1978,2,3876788.823,3252850.357,640242.318,223.6979965
CT,1978.3,1978,3,3830410.571,3204751.778,2818367.803,227.974874
CT,1978.4,1978,4,4069311.296,3400369.614,1827926.994,231.4146309
CT,1979.1,1979,1,4028236.654,3447733.457,981074.441,234.4457391
CT,1979.2,1979,2,4389853.143,3723756.717,708868.715,238.8180187
CT,1979.3,1979,3,4423070.907,3753097.628,3228195.838,243.9004135
CT,1979.4,1979,4,4569975.861,3847953.055,1854352.833,248.8252252
CT,1980.1,1980,1,4525989.075,3898184.751,992353.543,253.7368431
CT,1980.2,1980,2,4962405.796,4228242.518,726602.622,259.6444362
CT,1980.3,1980,3,5036820.802,4290429.105,3535908.125,266.3213687
CT,1980.4,1980,4,5072397.893,4283238.803,1837468.826,272.130044
CT,1981.1,1981,1,5031523.616,4331164.944,945830.389,278.4386165
CT,1981.2,1981,2,5634056.703,4805707.149,699287.915,287.1543724
CT,1981.3,1981,3,5443005.572,4646757.417,3723441.003,292.9731751
CT,1981.4,1981,4,5651681.666,4797010.062,1864686.629,299.7580139
CT,1982.1,1982,1,5658172.849,4908602.969,954403.441,306.9707351
CT,1982.2,1982,2,6094702.091,5231538.369,698566.076,312.5216334
CT,1982.3,1982,3,5922296.241,5069918.233,3907432.16,318.7614052
CT,1982.4,1982,4,6053138.551,5120474.63,2214172.898,325.190904
CT,1983.1,1983,1,6068009.627,5234430.594,1129843.689,331.6271065
CT,1983.2,1983,2,6473219.101,5486322.774,752903.117,337.613923
CT,1983.3,1983,3,6398360.368,5431827.924,4286162.347,344.6889009
CT,1983.4,1983,4,6434668.256,5426707.647,2133192.034,349.4336173
CT,1984.1,1984,1,6541919.502,5642814.119,1153733.576,354.4700877
CT,1984.2,1984,2,7004852.1,5939125.485,838885.143,358.9941944
CT,1984.3,1984,3,7169235.511,6101452.484,4731320.058,365.0336052
CT,1984.4,1984,4,7282959.751,6159321.854,2203541.603,371.5375995
CT,1985.1,1985,1,7256779.932,6221012.899,1212302.206,376.1361231
CT,1985.2,1985,2,7878745.938,6693802.936,924768.925,383.0458777
CT,1985.3,1985,3,7904815.441,6733453.496,5075530.568,388.9330211
CT,1985.4,1985,4,7973284.076,6719638.321,2231825.869,394.7240961
CT,1986.1,1986,1,7836406.459,6714787.181,1178853.293,399.9927165
CT,1986.2,1986,2,8564227.392,7306226.647,939386.2,406.754022
CT,1986.3,1986,3,8518865.107,7257088.299,5279257.143,412.7418584
CT,1986.4,1986,4,8704647.785,7338942.9,2140261.091,419.2695873
CT,1987.1,1987,1,8456373.633,7298639.438,1216007.195,423.6817714
CT,1987.2,1987,2,9519293.267,8068062.591,1062573.227,431.8755031
CT,1987.3,1987,3,9350673.291,7984213.798,5651630.853,438.775213
CT,1987.4,1987,4,9564093.349,8005403.515,2354483.68,446.46281
CT,1988.1,1988,1,9433601.016,8075857.769,1335590.481,455.9291978
CT,1988.2,1988,2,10660425.1,9058629.765,1134883.058,466.8395189
CT,1988.3,1988,3,10463516.31,8819878.415,6090748.684,477.1835663
CT,1988.4,1988,4,10265364.83,8604732.363,2246559.306,483.4351555
CT,1989.1,1989,1,10380741.41,8811305.951,1334865.018,492.4802599
CT,1989.2,1989,2,11764827.29,10023486.12,1084303.927,503.9364238
CT,1989.3,1989,3,10989223.18,9162858.862,6310342.24,509.0792634
CT,1989.4,1989,4,10971494.06,9054104.773,2165658.821,516.9952614
CT,1990.1,1990,1,10724874.98,9081619.339,1240669.818,521.409469
CT,1990.2,1990,2,12198845.16,10207262.9,1006033.963,528.3060399
CT,1990.3,1990,3,11299611.43,9362531.774,6273066.624,534.4607555
CT,1990.4,1990,4,11300779.1,9207076.924,1978250.021,541.3465847
CT,1991.1,1991,1,10958121.15,9184231.055,1108534.164,547.5495168
CT,1991.2,1991,2,12612198.75,10504315.69,864653.105,556.9311069
CT,1991.3,1991,3,11289659.11,9183892.447,6061254.4,563.7699108
CT,1991.4,1991,4,11484443.83,9205938.136,1780498.476,573.2063768
CT,1992.1,1992,1,11043424.75,9164858.994,992515.597,582.2719269
CT,1992.2,1992,2,12624907.12,10379661.73,787171.696,589.2464208
CT,1992.3,1992,3,11528305.61,9333408.145,5942151.865,596.9637895
CT,1992.4,1992,4,11605981.21,9274930.906,1730195.619,602.4753048
CT,1993.1,1993,1,11314343.75,9362835.75,991386.718,609.127311
CT,1993.2,1993,2,13741818.93,11351368.71,814530.028,625.4166447
CT,1993.3,1993,3,11357387.59,9102755.315,5847958.05,622.9385582
CT,1993.4,1993,4,11849654.46,9388385.18,1766999.26,625.9824552
CT,1994.1,1994,1,11774817.55,9694667.917,1036398.068,631.6596498
CT,1994.2,1994,2,14182286.79,11698319.44,858966.399,635.9436054
CT,1994.3,1994,3,12297500.11,9874471.947,6694790.51,648.0727871
CT,1994.4,1994,4,12110496.65,9588362.526,2458385.782,649.491444
CT,1995.1,1995,1,12270794.79,10016418.85,1387875.992,653.6335006
CT,1995.2,1995,2,13977382.79,11516929.16,1093029.179,648.6724828
CT,1995.3,1995,3,13161906.22,10674487.79,7263922.864,656.2209214
CT,1995.4,1995,4,12832370.78,10273261.1,2809587.061,663.1994363
CT,1996.1,1996,1,12565262.72,10316704.22,1498797.36,665.8638888
CT,1996.2,1996,2,14712386.75,12212683.05,1183850.252,673.9678578
CT,1996.3,1996,3,13896424.06,11343013.23,7622372.147,682.4651079
CT,1996.4,1996,4,13546636.32,10888799.23,3262255.466,689.0025482
CT,1997.1,1997,1,13134902.73,10825017.54,1758438.427,693.575336
CT,1997.2,1997,2,15724088.48,13147068.64,1451768.607,701.9677707
CT,1997.3,1997,3,14971500.44,12329196.88,8265153.914,711.2703423
CT,1997.4,1997,4,14508298.86,11732806.97,3721447.617,719.8216567
CT,1998.1,1998,1,14285468.31,11814768.84,2048893.019,729.8662258
CT,1998.2,1998,2,17429850.04,14679243.99,1665574.621,748.0449551
CT,1998.3,1998,3,16018811.37,13325711.59,8792069.962,757.4553606
CT,1998.4,1998,4,15480375.38,12629720.4,4244460.547,765.7953551
CT,1999.1,1999,1,15190149.18,12653695.5,2323979.783,772.994475
CT,1999.2,1999,2,18818055.31,15821200.3,1850423.805,786.2593603
CT,1999.3,1999,3,16779764.7,14063913.9,9500380.892,791.7734532
CT,1999.4,1999,4,16401752.52,13374657.72,5101840.882,799.1529409
CT,2000.1,2000,1,16432446,13717509.54,2808494.157,810.3400572
CT,2000.2,2000,2,19935597.14,16747471.71,2174258.064,820.6218484
CT,2000.3,2000,3,19163116.58,16145724.75,10288741.32,845.5812326
CT,2000.4,2000,4,17756806.1,14486694.48,5012276.347,858.5308308
CT,2001.1,2001,1,17474490.6,14686969.76,2833843.836,867.8832725
CT,2001.2,2001,2,20738067.94,17420451.25,2103283.979,874.9867916
CT,2001.3,2001,3,20629896.25,17259384.55,10577767.54,891.3379222
CT,2001.4,2001,4,18541312.75,14889856.89,4780298.659,901.1060455
CT,2002.1,2002,1,17599498.97,14449902.47,2604916.317,904.5049517
CT,2002.2,2002,2,20483699.16,16768799.27,1923249.479,903.6831654
CT,2002.3,2002,3,20072663.31,16500849.03,10481706.01,898.9491553
CT,2002.4,2002,4,18193045.65,14312870.66,4601274.336,896.3338714
CT,2003.1,2003,1,17634482.63,14294418.56,2476966.482,899.2668811
CT,2003.2,2003,2,20304573.98,16410121.56,1826879.324,900.2262341
CT,2003.3,2003,3,20260170.44,16530389.44,10334502.05,906.0065629
CT,2003.4,2003,4,18375324.27,14414505.79,4481121.447,912.0815128
CT,2004.1,2004,1,17928346.66,14567182.64,2454864.464,919.2195337
CT,2004.2,2004,2,20955264.42,16905918.97,1863793.259,928.6981249
CT,2004.3,2004,3,21477351,17687116.14,10369123.75,944.3352105
CT,2004.4,2004,4,19111796.47,14939745.91,4538515.427,952.3814828
CT,2005.1,2005,1,19046119.64,15451781.31,2545267.591,963.8012271
CT,2005.2,2005,2,22459994.03,18169871.65,1974926.259,979.9166735
CT,2005.3,2005,3,22523363.37,18713114.26,10592110,990.2531415
CT,2005.4,2005,4,20129239.28,15804641.6,4613161.278,999.6634318
CT,2006.1,2006,1,20266318.95,16385586.77,2635847.95,1012.166119
CT,2006.2,2006,2,23069718.81,18864558.51,1963812.214,1017.98775
CT,2006.3,2006,3,25146887.39,20881393.64,11087970.08,1044.83895
CT,2006.4,2006,4,20991927.74,16637974.38,4542762.87,1051.232188
CT,2007.1,2007,1,20463661.93,16508347.95,2551165.719,1048.541266
CT,2007.2,2007,2,23928119.65,19512504.92,2011095.735,1053.576983
CT,2007.3,2007,3,26933180.86,22415898.54,11354459.89,1072.202534
CT,2007.4,2007,4,22474293.53,17812599.33,4522352.911,1087.33084
CT,2008.1,2008,1,22034474.77,17713838.54,2582610.874,1103.292984
CT,2008.2,2008,2,25263528.8,20494650.43,2002451.821,1115.964457
CT,2008.3,2008,3,27068473.73,22196194.15,11586532.61,1114.363277
CT,2008.4,2008,4,22708562.29,17751321.5,4414144.154,1115.180949
CT,2009.1,2009,1,22255602.31,17696910.7,2450190.052,1118.033789
CT,2009.2,2009,2,25289627.29,20252410.34,1833124.049,1121.761218
CT,2009.3,2009,3,24827371.96,19888066.31,10978604.11,1104.880033
CT,2009.4,2009,4,21575126.37,16471131.14,4086068.627,1105.03611
CT,2010.1,2010,1,20942525.36,16348596.21,2197635.321,1103.517832
CT,2010.2,2010,2,24740329.21,19434568.35,1684183.6,1109.505942
CT,2010.3,2010,3,24155076.27,19496751.68,10453102.68,1112.221518
CT,2010.4,2010,4,22107722.71,16979300.45,4149512.287,1122.778741
CT,2011.1,2011,1,21807608.59,17061597,2340140.545,1133.812511
CT,2011.2,2011,2,25545364.09,20190464.19,1796932.994,1142.092351
CT,2011.3,2011,3,26081960.56,21105684.83,10739002.68,1161.158074
CT,2011.4,2011,4,23225402.46,17970981.24,4130198.186,1170.86661
CT,2012.1,2012,1,23031560.26,18095890.37,2415792.642,1182.642656
CT,2012.2,2012,2,24942073.68,19635384.09,1775833.051,1173.343772
CT,2012.3,2012,3,27412665.78,22340243.16,11191832.94,1185.498911
CT,2012.4,2012,4,23350155.06,17889875.52,3992937.434,1184.444151
CT,2013.1,2013,1,22560710.56,17770661.3,2309184.204,1176.413058
CT,2013.2,2013,2,26610978.85,21141718.43,1793984.44,1193.188188
CT,2013.3,2013,3,27284070.13,22023381.81,11207099.02,1190.412057
CT,2013.4,2013,4,23958345.52,18319440.2,4065014.215,1194.546821
CT,2014.1,2014,1,23275913.22,18333332.98,2397430.076,1199.718317
CT,2014.2,2014,2,26545308.35,20988731.91,1870960.434,1197.607218
CT,2014.3,2014,3,28353765.75,22921109.48,11298674.78,1208.263224
CT,2014.4,2014,4,24720382.43,18799730.78,4136350.939,1214.999385
CT,2015.1,2015,1,23790581.83,18643113.62,2466727.684,1218.499523
CT,2015.2,2015,2,27576707.04,21653532.15,1962473.008,1227.551373
CT,2015.3,2015,3,29033312.79,23571346.5,11376041.73,1232.799203
CT,2015.4,2015,4,25381436.38,19382859.54,4248852.515,1238.613845
CT,2016.1,2016,1,24343945.26,19058164.91,2568556.72,1244.406587
CT,2016.2,2016,2,28893479.08,22662741.21,2084064.669,1258.419887
CT,2016.3,2016,3,28782650.39,23313299.74,11644171.78,1254.156743
CT,2016.4,2016,4,26125273.94,19962126.92,4321923.741,1262.566741
CT,2017.1,2017,1,25709258.44,20199501.9,2622527.841,1277.26593
CT,2017.2,2017,2,27851459.79,21956761.27,1978124.266,1265.190333
CT,2017.3,2017,3,29951587.76,24111252.43,11969115.45,1278.133443
CT,2017.4,2017,4,26260424.61,20199736.22,4228149.496,1279.037347
CT,2018.1,2018,1,25205215.27,19771565.23,2534418.581,1272.850707
DC,1971.1,1971,1,NA,NA,NA,NA
DC,1971.2,1971,2,NA,NA,NA,NA
DC,1971.3,1971,3,NA,NA,NA,NA
DC,1971.4,1971,4,NA,NA,NA,NA
DC,1972.1,1972,1,NA,NA,NA,NA
DC,1972.2,1972,2,NA,NA,NA,NA
DC,1972.3,1972,3,NA,NA,NA,NA
DC,1972.4,1972,4,NA,NA,NA,NA
DC,1973.1,1973,1,NA,NA,NA,NA
DC,1973.2,1973,2,NA,NA,NA,NA
DC,1973.3,1973,3,NA,NA,NA,NA
DC,1973.4,1973,4,NA,NA,NA,NA
DC,1974.1,1974,1,NA,NA,NA,NA
DC,1974.2,1974,2,NA,NA,NA,NA
DC,1974.3,1974,3,886943.668,734660.926,635684.226,47.98528365
DC,1974.4,1974,4,900957.969,760655.66,356770.983,95.52972367
DC,1975.1,1975,1,955191.708,778784.218,199445.328,145.033547
DC,1975.2,1975,2,996024.025,834036.298,157234.45,198.0563842
DC,1975.3,1975,3,964153.436,791944.049,671375.873,202.6825809
DC,1975.4,1975,4,968104.955,805571.613,336111.603,206.9432424
DC,1976.1,1976,1,1002294.973,812929.964,186227.42,210.1233119
DC,1976.2,1976,2,1032161.922,861484.944,140838.141,213.3181198
DC,1976.3,1976,3,1016297.792,780578.628,645622.295,216.297242
DC,1976.4,1976,4,1025857.322,805514.252,307384.395,220.6512179
DC,1977.1,1977,1,1058174.209,805295.912,162281.615,225.2853536
DC,1977.2,1977,2,1113400.133,854480.374,128270.828,231.1497942
DC,1977.3,1977,3,1059857.374,813496.139,654865.976,234.5462341
DC,1977.4,1977,4,1120805.512,853711.975,300654.334,239.3874934
DC,1978.1,1978,1,1156971.502,881907.944,166983.29,244.7467705
DC,1978.2,1978,2,1198746.936,919083.816,132334.354,247.5628122
DC,1978.3,1978,3,1188692.884,892860.617,771412.715,253.1895975
DC,1978.4,1978,4,1236029.239,924228.95,444580.192,257.0715485
DC,1979.1,1979,1,1235006.162,1136353.792,255236.29,257.3716534
DC,1979.2,1979,2,1333128.569,1006076.407,194566.036,262.0074044
DC,1979.3,1979,3,1313958.467,998486.711,838057.584,265.7064243
DC,1979.4,1979,4,1370668.781,1029590.386,462045.129,269.5557071
DC,1980.1,1980,1,1374711.371,1052974.854,265343.351,273.2225889
DC,1980.2,1980,2,1490836.671,1122078.749,209301.889,278.0561319
DC,1980.3,1980,3,1467724.9,1117427.918,913708.339,282.900093
DC,1980.4,1980,4,1522761.519,1144322.81,464131.199,291.9923495
DC,1981.1,1981,1,1525397.372,1161474.193,258380.738,305.082729
DC,1981.2,1981,2,1627184.813,1237607.88,201940.838,314.5493665
DC,1981.3,1981,3,1589728.449,1218375.034,962625.619,323.8806835
DC,1981.4,1981,4,1652448.539,1268676.36,461008.032,331.2421646
DC,1982.1,1982,1,1675659.597,1297544.486,251980.451,339.5764558
DC,1982.2,1982,2,1768791.828,1356666.229,197751.546,347.2523147
DC,1982.3,1982,3,1729346.227,1328067.743,1064787.355,355.5815852
DC,1982.4,1982,4,1781855.996,1347350.976,563343.493,363.2947127
DC,1983.1,1983,1,1781675.416,1366305.849,295895.566,370.0830728
DC,1983.2,1983,2,1904528.787,1446118.799,220367.591,378.5599988
DC,1983.3,1983,3,1867962.103,1398005.812,1105338.037,387.1000413
DC,1983.4,1983,4,1901727.91,1430676.335,582884.794,393.5592303
DC,1984.1,1984,1,1993071.45,1479459.547,330507.201,402.1143402
DC,1984.2,1984,2,2018291.381,1542647.768,251600.742,406.0880565
DC,1984.3,1984,3,2121846.897,1557881.573,1194013.489,415.3202538
DC,1984.4,1984,4,2078693.916,1551271.62,594125.893,420.5258368
DC,1985.1,1985,1,2131353.405,1565874.728,339583.731,424.8925529
DC,1985.2,1985,2,2210292.72,1646972.341,274953.015,429.6034095
DC,1985.3,1985,3,2307388.414,1709928.047,1285019.501,434.2894561
DC,1985.4,1985,4,2239309.039,1681999.983,606714.626,438.3003469
DC,1986.1,1986,1,2308029.027,1696319.418,347917.115,441.8612355
DC,1986.2,1986,2,2416931.087,1801981.322,288602.111,447.8987626
DC,1986.3,1986,3,2512433.917,1884027.806,1366330.005,454.4436564
DC,1986.4,1986,4,2454401.016,1848668.221,622278.422,460.5315168
DC,1987.1,1987,1,2527769.31,1862262.786,360236.73,467.6658379
DC,1987.2,1987,2,2625697.948,1959846.837,303136.082,474.4867909
DC,1987.3,1987,3,2722441.158,2049708.616,1431108.677,481.1743242
DC,1987.4,1987,4,2678067.478,2002359.04,651427.546,487.6770644
DC,1988.1,1988,1,2741550.413,2031780.137,375434.579,493.4618268
DC,1988.2,1988,2,2984644.507,2239661.373,327512.568,503.7252786
DC,1988.3,1988,3,2956327.215,2240799.53,1550260.251,508.3261886
DC,1988.4,1988,4,2971841.518,2220149.043,661054.687,516.1981071
